File_Path,Original_Text,Target_Translation
Impact\Content\Maps\Chapters\Chapter02\TTR_EvadeSlavers1\PatrolAtDeadBodies\Ch02_TTR_EvadeSlavers1_Slaver_WaitHappenedBefore_Sub.json,"Wait, this happened before?",
Impact\Content\Maps\Chapters\Chapter02\TTR_EvadeSlavers1\SlaversEnterMedsStorage\Nudge_General_Gameplay_Serdar_Shit_Sub.json,Shit!,
Impact\Content\Maps\Chapters\Chapter02\TTR_EvadeSlavers1\SlaverShootingLurker\Ch02_TTR_EvadeSlavers1_Slaver_IHaveTo_Sub.json,I have to listen to you.,
Impact\Content\Maps\Chapters\Chapter02\TTR_EvadeSlavers1\SlaverShootingLurker\Ch02_TTR_EvadeSlavers1_Slaver_IHaveTo_Sub.json,"Don't make me count, too.",
Impact\Content\Maps\Chapters\Chapter02\TTR_EvadeSlavers1\SlaverShootingLurker\Ch02_TTR_EvadeSlavers1_Slaver_ISorryWas_Sub.json,I'm sorry - how many was that again?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,"Ah, that sound brings back memories.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,We'd sit there laughing at these young stalkers starting out.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,It'd take them hours to figure out Eugenia's hydraulics were severed,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,and they'd have to power her manually.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,"Eventually we realized waiting on dumbass kids was boring as hell,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,so we just stopped closing Eugenia altogether.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\EuginiaDoorOpening\Ch03_EXPL_FollowYanaTracks2_Max_AhSoundBrings_Sub.json,It seems your wife didn't get the memo.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_ControlsAreIn_Sub.json,"Controls are in the Foreman's office, the booth, right there.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_ControlsAreIn_Sub.json,Look for a way inside.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_WhatWouldYou_Sub.json,What would you do for anyone down in the dumps?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_WhatWouldYou_Sub.json,"A little nip of juice, perhaps?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_WhatWouldYou_Sub.json,Pick up the old girl's spirits?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_YeahCloseIt_Sub.json,Yeah: don't close it in the first place.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Max_YeahCloseIt_Sub.json,Meet Eugenia - the notoriously unfriendly pressure seal to Pumping Substation 15.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Serdar_IFoundYour_Sub.json,I've found your secret stalker hiding spot.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Serdar_IFoundYour_Sub.json,Now what?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Serdar_YouWouldnTo_Sub.json,You wouldn't happen to have any advice for opening,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FeedbackLight\Ch03_EXPL_FollowYanaTracks2_Serdar_YouWouldnTo_Sub.json,"the imposing metal hatch I'm staring at, would you?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,"I may be a man of means, but I don't actually own the airwaves, you know.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,"Though in fairness, radios are pretty rare these days,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,"so the odds that someone has a radio powerful enough to reach you in the tunnels,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,much less on this frequency?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,I'd call it slim to none.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,Unless they’re close to you.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_IMayBe_Sub.json,Which means you better watch out.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Max_RepeatWhatSomebody_Sub.json,Repeat what?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Serdar_IKeepHearing_Sub.json,I keep hearing other voices on the radio.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Serdar_IKeepHearing_Sub.json,"It happened back at the museum, too.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Serdar_IKeepHearing_Sub.json,Could anyone else be broadcasting on this channel?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch03_EXPL_FollowYanaTracks2_Serdar_MaxYouRepeat_Sub.json,"Max, could you repeat that?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\FinalTalk\Ch04_EXPL_RetrieveGear_Oksana_Nudge_AlexYouHear_Sub.json,"Alex, can you hear me?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Ghostly_WomanS_Voice_WhatThat1_Sub.json,What's that??,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Max_Sorry_Sub.json,Sorry.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Max_WellIfShe_Sub.json,"Well if she'd wanted to chat, she probably wouldn't have run away, you think?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Serdar_IHeardA_Sub.json,I heard a voice.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Serdar_ItAlright_Sub.json,It's alright.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\OpenArea\Ch03_EXPL_FollowYanaTracks2_Serdar_YanaThatYou_Sub.json,"YANA, IS THAT YOU?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch03_EXPL_FollowYanaTracks2_Max_WasnMeVoice_Sub.json,Wasn't me.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch03_EXPL_FollowYanaTracks2_Max_WasnMeVoice_Sub.json,"Unless I'm the voice of your conscience now,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch03_EXPL_FollowYanaTracks2_Max_WasnMeVoice_Sub.json,"in which case, I can run down the entire list of complaints, if you're interested.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch03_EXPL_FollowYanaTracks2_Serdar_IMissedThat_Sub.json,I missed that. Come again?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch03_EXPL_FollowYanaTracks2_Serdar_PerhapsLater_Sub.json,Perhaps later.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_AnybodyCourseNot_Sub.json,Anybody?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,Hello??,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,I'm looking for my husband.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,We got separated and he's not answering when I call for him.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,"And if you ARE my husband and not answering when I call for you,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,"you better be digging up diamonds or something,",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\RadioStatic\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,because you don't get to make me worry like this for nothing.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_HaveYouThought_Sub.json,Have you thought about what you'll do if she doesn't want to listen to you?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_LosingEverybodyAt_Sub.json,Losing everybody at your station is some heavy shit.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_LosingEverybodyAt_Sub.json,"Especially, with, you know...",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_LosingEverybodyAt_Sub.json,everything you had to do.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_SheMustHave_Sub.json,She must have been unrecognizable after everything she'd been through with Petya.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_TretyakovskayaSeesA_Sub.json,Tretyakovskaya sees a lot of mourners because of what happened with the trains.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_TretyakovskayaSeesA_Sub.json,There's a central memorial most people go to pay their respects.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Max_TretyakovskayaSeesA_Sub.json,Probably as good a place to start as any.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ISworeTo_Sub.json,I swore to Yana she'd be happy again.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ISworeTo_Sub.json,"And a commitment is a commitment, wherever that leads.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,It would have been shockingly easy to make a home of that despair.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,But seeing Yana's grief?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,A mother losing a son?,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,"I'd brought order to that brand of chaos for so many patients, I'd forgotten their names.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,"No, any chance to give Yana back her life was all the reason I needed",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_ItWouldHave_Sub.json,to start living mine again.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_NeitherOfUs_Sub.json,Neither of us were in a good place at that point.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_NeitherOfUs_Sub.json,"It had only been a few months since I'd left Polyanka, and the events there...",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_WeighedUponMe_Sub.json,...weighed upon me.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_YesKnowOf_Sub.json,"Yes, I know of it.",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\TreatYourPatients\Ch03_EXPL_FollowYanaTracks2_Serdar_YesKnowOf_Sub.json,Yana spent a great deal of time there before her and I found each other again.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\YanaWentThrough\Ch03_EXPL_FollowYanaTracks2_Max_No_Sub.json,"No, why? Trouble?",
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\YanaWentThrough\Ch03_EXPL_FollowYanaTracks2_Serdar_Definitely_Sub.json,Definitely.,
Impact\Content\Maps\Chapters\Chapter03\EXPL_FollowYanaTracks2\YanaWentThrough\Ch03_EXPL_FollowYanaTracks2_Serdar_YanaWasn_Sub.json,"Yana wasn't armed, was she?",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Return to Earth, oh greatest of warriors of the past.",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Like you had shed blood before to establish eternal peace,",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,now we must shed blood for eternal peace to prevail.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,Take my knife and show me the way.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Return to Earth, oh greatest of warriors of the past.",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Like you had shed blood before to establish eternal peace,",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,now we must shed blood for eternal peace to prevail.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,Take my knife and show me the way.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Return to Earth, oh greatest of warriors of the past.",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Like you had shed blood before to establish eternal peace,",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,now we must shed blood for eternal peace to prevail.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,Take my knife and show me the way.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,For you mighty Khan...,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,"Like you had shed blood before to establish eternal peace,",
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,now we must shed blood for eternal peace to prevail.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Priest_Act_01_Sub.json,Take my knife and show me the way.,
Impact\Content\Maps\Chapters\Chapter03\KNE_Dream1\Dream1_L2\Ch03_KNE_Dream1_Serdar_M_Sub.json,M-- Max...?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01_01_Sub.json,"Hey, get lost, OK?",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01_02_Sub.json,I tried to follow her!,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01_02_Sub.json,"When she left the office, I chased her halfway around the station, but...",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01_02_Sub.json,"that damned wife of yours, I'm telling you...",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01_02_Sub.json,Unless these are suddenly back in style.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder01_Sub.json,"That IS Yana's, yes?",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder02_01_Sub.json,I figured you'd want it.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder02_01_Sub.json,Must have fallen off when she pried the planks down.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder04_01_Sub.json,I know it's a lot to take in.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder04_01_Sub.json,But better to have it now and not lose it.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act01Reminder05_01_Sub.json,C'mon. Take it so you don't lose it.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,I tried.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"Serdar, I'm sorry.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"Uh, yes - but I dunno if that's the good news or the bad news.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"There's a lot of little shortcuts that pass through these old smuggling tunnels,",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"but for the most part, the one place this one really runs is Tretyakovskaya.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"Whoa whoa whoa, slow down, cowboy!",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,There's a lot of not-so-nice people using that tunnel for some not-so-nice things!,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,Give me a couple of hours; we'll put together a search party.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,Goddamned doctors...,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,This is a bad fucking idea.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,"Fine, I'll guide you --",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,but if and only if -- you promise to come back,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Act02_02_Sub.json,if you don't find Yana before you hit Tretyakovskaya.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeft_01_Sub.json,"Well I'm pretending you did,",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeft_01_Sub.json,otherwise I'm going to raise my voice and say a lot of ugly things!!,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeft_01_Sub.json,"Well? Come on, hop down into the abyss, smart guy.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeft_01_Sub.json,Don't forget to write.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeftReminder01_01_Sub.json,Well? I thought you were in a hurry?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeftReminder02_01_Sub.json,Getting second thoughts?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeftReminder02_01_Sub.json,I thought you were going after Yana?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleLeftReminder03_01_Sub.json,"Just squeeze through there, you might still be able to catch her.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleRightReminder01_01_Sub.json,Well? I thought you were in a hurry?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleRightReminder02_01_Sub.json,Getting second thoughts?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleRightReminder02_01_Sub.json,I thought you were going after Yana?,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_FinaleRightReminder03_01_Sub.json,"Just squeeze through there, you might still be able to catch her.",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,"Well it's not sealed now, is it?",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,"Oh, I'm sorry, did you want a medal? A back rub? What??",
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,Don't SAY.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,Trust me on this: that is your biggest problem in the entire world.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,Too many words for too little thought.,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Max_Intro_01_Sub.json,Maybe build a time machine so you can unfuck this situation??,
Impact\Content\Maps\Chapters\Chapter03\KNE_MaxLetsYouGo\MaxLetsYouGo_L2\Ch03_KNE_MaxLetsYouGo_Serdar_AFewHours_Sub.json,"'A few hours', are you mad?",
